tclassif	cov	count	proportion	gen	Number_of_Distinct_Classifications	Z	Archilochus_colubris
Unclassified	1030615	2107	0.0222227263076054	46376623	93	W	Haliaeetus_albicilla
DNA	160487	992	0.00181924068038311	88216475	56	Z	Aquila_chrysaetos
LINE	4098525	7963	0.0464598591136179	88216475	63	Z	Aquila_chrysaetos
LTR	4152687	4974	0.0470738260625354	88216475	41	Z	Aquila_chrysaetos
Penelope	2949	13	0.0000334291298762504	88216475	1	Z	Aquila_chrysaetos
Rolling Circle	919	5	0.0000104175552242367	88216475	1	Z	Aquila_chrysaetos
SINE	56022	392	0.000635051445889217	88216475	4	Z	Aquila_chrysaetos
Unclassified	824542	2360	0.00934680285060132	88216475	67	Z	Aquila_chrysaetos
DNA	12688	65	0.00108171500935844	11729522	22	W	Aquila_chrysaetos
LINE	917006	1374	0.0781793154060327	11729522	38	W	Aquila_chrysaetos
LTR	5652526	4722	0.481905912278437	11729522	100	W	Aquila_chrysaetos
Other (Simple Repeat, Microsatellite, RNA)	468	7	0.0000398993241156801	11729522	1	W	Aquila_chrysaetos
Penelope	844	2	0.0000719551913539188	11729522	1	W	Aquila_chrysaetos
SINE	3101	20	0.00026437564974941	11729522	2	W	Aquila_chrysaetos
Unclassified	343930	675	0.0293217404767219	11729522	37	W	Aquila_chrysaetos
DNA	277591	1748	0.00237152676573004	117051599	61	Z	Harpia_harpyja
LINE	6505832	11182	0.0555808895869932	117051599	87	Z	Harpia_harpyja
LTR	4836426	5745	0.0413187520830023	117051599	48	Z	Harpia_harpyja
Other (Simple Repeat, Microsatellite, RNA)	1646411	26985	0.0140656856810645	117051599	2963	Z	Harpia_harpyja
Penelope	3356	13	0.0000286711162313981	117051599	1	Z	Harpia_harpyja
Rolling Circle	1488	7	0.000012712342357664	117051599	1	Z	Harpia_harpyja
SINE	88191	596	0.000753436952194049	117051599	5	Z	Harpia_harpyja
Unclassified	992901	2814	0.00848259236509875	117051599	60	Z	Harpia_harpyja
DNA	196231	1213	0.00214580637944122	91448605	58	Z	Gypaetus_barbatus
LINE	4381337	8476	0.0479103754507792	91448605	61	Z	Gypaetus_barbatus
LTR	3883060	4794	0.0424616646694611	91448605	44	Z	Gypaetus_barbatus
Other (Simple Repeat, Microsatellite, RNA)	29150	172	0.000318758279582286	91448605	2	Z	Gypaetus_barbatus
Penelope	2815	13	0.0000307823175651504	91448605	1	Z	Gypaetus_barbatus
Rolling Circle	1070	6	0.0000117005612059364	91448605	1	Z	Gypaetus_barbatus
SINE	44161	325	0.000482905124687249	91448605	3	Z	Gypaetus_barbatus
Unclassified	746927	1998	0.00816772437370696	91448605	61	Z	Gypaetus_barbatus
DNA	219910	1343	0.00228073808463697	96420541	56	Z	Sarcoramphus_papa
LINE	6523925	8333	0.0676611532391215	96420541	85	Z	Sarcoramphus_papa
LTR	4576588	4523	0.0474648653962645	96420541	32	Z	Sarcoramphus_papa
Other (Simple Repeat, Microsatellite, RNA)	5432250	31	0.0563391362842488	96420541	2	Z	Sarcoramphus_papa
Penelope	3413	15	0.0000353970218856167	96420541	1	Z	Sarcoramphus_papa
Rolling Circle	1105	8	0.0000114602136488738	96420541	1	Z	Sarcoramphus_papa
SINE	57200	415	0.000593234588882881	96420541	4	Z	Sarcoramphus_papa
Unclassified	757534	2344	0.00785656243102805	96420541	61	Z	Sarcoramphus_papa
DNA	185742	1086	0.00191400540703282	97043613	56	Z	Strix_aluco
LINE	10639449	13244	0.109635746970798	97043613	103	Z	Strix_aluco
LTR	5769137	5888	0.059448909842217	97043613	78	Z	Strix_aluco
Other (Simple Repeat, Microsatellite, RNA)	992158	20924	0.0102238361632311	97043613	2630	Z	Strix_aluco
Penelope	2588	12	0.0000266684217538356	97043613	1	Z	Strix_aluco
Rolling Circle	846	4	0.00000871772983143156	97043613	1	Z	Strix_aluco
SINE	40211	287	0.000414360087767961	97043613	3	Z	Strix_aluco
Unclassified	1449556	2696	0.0149371602642206	97043613	73	Z	Strix_aluco
DNA	39421	254	0.000799951655086804	49279228	40	W	Strix_aluco
LINE	3638123	4825	0.0738267044280807	49279228	68	W	Strix_aluco
LTR	20220025	14574	0.410315376693807	49279228	259	W	Strix_aluco
Other (Simple Repeat, Microsatellite, RNA)	1077660	3906	0.0218684432312941	49279228	897	W	Strix_aluco
Penelope	364	1	0.00000738647934987943	49279228	1	W	Strix_aluco
Rolling Circle	184	1	0.00000373382472631268	49279228	1	W	Strix_aluco
SINE	9563	81	0.000194057423139827	49279228	3	W	Strix_aluco
Unclassified	10098901	3454	0.204932207947738	49279228	90	W	Strix_aluco
DNA	178826	938	0.00217107035458465	82367667	56	Z	Bucorvus_abyssinicus
LINE	6226577	10587	0.0755949176028016	82367667	78	Z	Bucorvus_abyssinicus
LTR	2285281	3117	0.0277448795532839	82367667	58	Z	Bucorvus_abyssinicus
Penelope	3113	15	0.0000377939562134254	82367667	1	Z	Bucorvus_abyssinicus
Rolling Circle	680	4	0.00000825566663190788	82367667	1	Z	Bucorvus_abyssinicus
SINE	28552	213	0.000346640873050344	82367667	3	Z	Bucorvus_abyssinicus
Unclassified	1272436	2193	0.0154482462153505	82367667	75	Z	Bucorvus_abyssinicus
DNA	51986	167	0.00316019109958736	16450271	29	W	Bucorvus_abyssinicus
LINE	2733770	3111	0.166183888399164	16450271	61	W	Bucorvus_abyssinicus
LTR	5584320	4450	0.339466747994608	16450271	134	W	Bucorvus_abyssinicus
Penelope	451	2	0.0000274159617188069	16450271	1	W	Bucorvus_abyssinicus
SINE	21925	72	0.00133280479087548	16450271	4	W	Bucorvus_abyssinicus
Unclassified	815607	1527	0.0495801558527516	16450271	58	W	Bucorvus_abyssinicus
DNA	90275	564	0.00110782880991071	81488222	53	Z	Merops_nubicus
LINE	7667974	14672	0.0940991693253535	81488222	101	Z	Merops_nubicus
LTR	3196874	4182	0.0392311173509222	81488222	72	Z	Merops_nubicus
Other (Simple Repeat, Microsatellite, RNA)	1169360	26474	0.0143500492623339	81488222	2455	Z	Merops_nubicus
Penelope	2039	9	0.0000250220209737795	81488222	1	Z	Merops_nubicus
Rolling Circle	706	4	0.00000866382874325077	81488222	1	Z	Merops_nubicus
SINE	22273	166	0.000273327843623831	81488222	3	Z	Merops_nubicus
Unclassified	764432	1667	0.00938088942473183	81488222	55	Z	Merops_nubicus
DNA	146	1	0.0000283459369205828	5150650	1	W	Merops_nubicus
LINE	647984	1029	0.12580625746265	5150650	29	W	Merops_nubicus
LTR	2775729	2737	0.538908487278305	5150650	108	W	Merops_nubicus
Other (Simple Repeat, Microsatellite, RNA)	18968	443	0.0036826419966412	5150650	179	W	Merops_nubicus
SINE	280	3	0.0000543620708065972	5150650	1	W	Merops_nubicus
Unclassified	170381	387	0.0330795142360673	5150650	17	W	Merops_nubicus
DNA	307778	822	0.00261028912129454	117909544	58	Z	Pogoniulus_pusillus
LINE	31752972	62380	0.269299421597288	117909544	219	Z	Pogoniulus_pusillus
LTR	14499407	13670	0.122970596850073	117909544	123	Z	Pogoniulus_pusillus
Other (Simple Repeat, Microsatellite, RNA)	30343	418	0.000257341339561113	117909544	5	Z	Pogoniulus_pusillus
Penelope	1825	8	0.000015477966736942	117909544	1	Z	Pogoniulus_pusillus
Rolling Circle	454	2	0.00000385040925949133	117909544	1	Z	Pogoniulus_pusillus
SINE	33716	186	0.000285948014522048	117909544	4	Z	Pogoniulus_pusillus
Unclassified	11396862	23617	0.0966576717487772	117909544	201	Z	Pogoniulus_pusillus
DNA	136100	769	0.000971051630936509	140157326	55	Z	Dryobates_pubescens
LINE	37899108	90346	0.27040404580778	140157326	248	Z	Dryobates_pubescens
LTR	6254645	8435	0.0446258870549514	140157326	92	Z	Dryobates_pubescens
Other (Simple Repeat, Microsatellite, RNA)	238	5	0.00000169809175725855	140157326	2	Z	Dryobates_pubescens
Penelope	3771	15	0.000026905479061437	140157326	1	Z	Dryobates_pubescens
Rolling Circle	689	3	0.00000491590428887035	140157326	1	Z	Dryobates_pubescens
SINE	27567	208	0.000196686115430028	140157326	3	Z	Dryobates_pubescens
Unclassified	6129138	14093	0.0437304147768915	140157326	176	Z	Dryobates_pubescens
DNA	64	1	0.000016426535528158	3896135	1	W	Dryobates_pubescens
LINE	1450638	1883	0.372327447585877	3896135	41	W	Dryobates_pubescens
LTR	1240201	1147	0.318315715446205	3896135	27	W	Dryobates_pubescens
Other (Simple Repeat, Microsatellite, RNA)	26214	35	0.00672820628648648	3896135	1	W	Dryobates_pubescens
Unclassified	353730	547	0.0907899751933647	3896135	18	W	Dryobates_pubescens
DNA	179878	689	0.00204638720360787	87900276	58	Z	Trogon_surrucura
LINE	12513067	22238	0.142355264049455	87900276	130	Z	Trogon_surrucura
LTR	3629483	5431	0.0412909169932527	87900276	53	Z	Trogon_surrucura
Other (Simple Repeat, Microsatellite, RNA)	857	27	0.00000974968497254775	87900276	2	Z	Trogon_surrucura
Penelope	60391	110	0.000687039936029325	87900276	3	Z	Trogon_surrucura
Rolling Circle	546	3	0.00000621158459161152	87900276	1	Z	Trogon_surrucura
SINE	23694	175	0.000269555467607405	87900276	3	Z	Trogon_surrucura
Unclassified	610289	1416	0.00694297023595239	87900276	67	Z	Trogon_surrucura
DNA	28957	69	0.00311029311856912	9310055	12	W	Trogon_surrucura
LINE	2352901	2904	0.252726863589957	9310055	56	W	Trogon_surrucura
LTR	3349106	2997	0.359729990853975	9310055	66	W	Trogon_surrucura
Penelope	235	1	0.000025241526500112	9310055	1	W	Trogon_surrucura
SINE	1018	7	0.000109344144583464	9310055	2	W	Trogon_surrucura
Unclassified	126138	295	0.0135485773177495	9310055	13	W	Trogon_surrucura
DNA	79732	500	0.000895625120880523	89023854	51	Z	Colius_striatus
LINE	10165689	20739	0.11419061906711	89023854	109	Z	Colius_striatus
LTR	5776717	7079	0.0648895407291623	89023854	64	Z	Colius_striatus
Other (Simple Repeat, Microsatellite, RNA)	910370	18393	0.0102261355703607	89023854	2638	Z	Colius_striatus
Penelope	1903	9	0.0000213762931449811	89023854	1	Z	Colius_striatus
Rolling Circle	493	3	0.00000553784157670819	89023854	1	Z	Colius_striatus
SINE	21399	155	0.000240373776673385	89023854	3	Z	Colius_striatus
Unclassified	685772	1092	0.00770323872970047	89023854	51	Z	Colius_striatus
DNA	3387	26	0.0000800422032974127	42315177	16	W	Colius_striatus
LINE	5799708	9588	0.137059759906003	42315177	90	W	Colius_striatus
LTR	26893613	20063	0.635554779789767	42315177	253	W	Colius_striatus
Other (Simple Repeat, Microsatellite, RNA)	888955	3253	0.0210079471013438	42315177	746	W	Colius_striatus
Rolling Circle	346	1	0.00000817673526451278	42315177	1	W	Colius_striatus
SINE	2223	18	0.0000525343424653523	42315177	2	W	Colius_striatus
Unclassified	144397	798	0.00341241630632905	42315177	32	W	Colius_striatus
DNA	191930	718	0.00245040424201195	78325852	57	Z	Cuculus_canorus
LINE	9158797	17228	0.116931980516471	78325852	102	Z	Cuculus_canorus
LTR	859557	1949	0.0109741161832494	78325852	35	Z	Cuculus_canorus
Other (Simple Repeat, Microsatellite, RNA)	787659	15688	0.0100561817061371	78325852	2358	Z	Cuculus_canorus
Penelope	2112	9	0.0000269642773882626	78325852	1	Z	Cuculus_canorus
Rolling Circle	648	3	0.00000827313056230783	78325852	1	Z	Cuculus_canorus
SINE	20894	153	0.000266757391927253	78325852	3	Z	Cuculus_canorus
Unclassified	288744	725	0.00368644569611576	78325852	51	Z	Cuculus_canorus
DNA	143294	346	0.00642200420454971	22312972	29	W	Cuculus_canorus
LINE	4738103	6124	0.212347463170751	22312972	107	W	Cuculus_canorus
LTR	8739931	7924	0.391697305047485	22312972	271	W	Cuculus_canorus
Other (Simple Repeat, Microsatellite, RNA)	234209	2390	0.0104965398603109	22312972	627	W	Cuculus_canorus
Penelope	531	2	0.0000237978159072669	22312972	1	W	Cuculus_canorus
SINE	1074	11	0.0000481334355638505	22312972	2	W	Cuculus_canorus
Unclassified	424062	1175	0.0190051777952305	22312972	56	W	Cuculus_canorus
DNA	150866	947	0.00162185376403839	93020717	57	Z	Tauraco_erythrolophus
LINE	11083088	17998	0.119146447774639	93020717	90	Z	Tauraco_erythrolophus
LTR	4571904	5603	0.0491493093952393	93020717	74	Z	Tauraco_erythrolophus
Other (Simple Repeat, Microsatellite, RNA)	12568	81	0.000135109687447367	93020717	3	Z	Tauraco_erythrolophus
Penelope	3004	16	0.0000322938813726839	93020717	1	Z	Tauraco_erythrolophus
Rolling Circle	791	5	0.00000850348207915877	93020717	1	Z	Tauraco_erythrolophus
SINE	33485	249	0.000359973574488788	93020717	3	Z	Tauraco_erythrolophus
Unclassified	527220	1509	0.00566776968618722	93020717	63	Z	Tauraco_erythrolophus
DNA	5530	40	0.000186612424655234	29633611	21	W	Tauraco_erythrolophus
LINE	2760675	3481	0.093160263188985	29633611	49	W	Tauraco_erythrolophus
LTR	8113338	6038	0.273788368214728	29633611	146	W	Tauraco_erythrolophus
Penelope	13317	13	0.000449388365123643	29633611	1	W	Tauraco_erythrolophus
SINE	1897	17	0.0000640151482045168	29633611	2	W	Tauraco_erythrolophus
Unclassified	186622	438	0.00629764627739765	29633611	20	W	Tauraco_erythrolophus
DNA	245231	994	0.00289103366829167	84824678	57	Z	Columba_livia
LINE	8995507	14600	0.10604823044539	84824678	110	Z	Columba_livia
LTR	2559553	3122	0.0301746267754768	84824678	47	Z	Columba_livia
Other (Simple Repeat, Microsatellite, RNA)	1828119	26916	0.0215517352155466	84824678	2614	Z	Columba_livia
Penelope	2927	14	0.0000345064675636022	84824678	1	Z	Columba_livia
Rolling Circle	424	2	0.00000499854535256827	84824678	1	Z	Columba_livia
SINE	27402	204	0.000323042782431782	84824678	3	Z	Columba_livia
Unclassified	1165676	2359	0.013742180076416	84824678	74	Z	Columba_livia
DNA	135743	353	0.00568729342433695	23867768	30	W	Columba_livia
LINE	4643635	6240	0.194556734421082	23867768	98	W	Columba_livia
LTR	10131497	9251	0.424484476302937	23867768	198	W	Columba_livia
Other (Simple Repeat, Microsatellite, RNA)	714249	2994	0.0299252531698817	23867768	728	W	Columba_livia
Penelope	389	1	0.0000162981306002304	23867768	1	W	Columba_livia
SINE	1623	15	0.0000679996554348945	23867768	2	W	Columba_livia
Unclassified	1177654	2433	0.0493407678506009	23867768	74	W	Columba_livia
DNA	231878	950	0.00269907823378563	85910070	58	Z	Patagioenas_fasciata
LINE	8419477	13665	0.0980033772525153	85910070	108	Z	Patagioenas_fasciata
LTR	2746159	3156	0.0319655076523625	85910070	51	Z	Patagioenas_fasciata
Other (Simple Repeat, Microsatellite, RNA)	172369	95	0.00200638877374911	85910070	1	Z	Patagioenas_fasciata
Penelope	2934	14	0.0000341519917280943	85910070	1	Z	Patagioenas_fasciata
Rolling Circle	323	2	0.00000375974551062524	85910070	1	Z	Patagioenas_fasciata
SINE	26280	197	0.000305901275601335	85910070	3	Z	Patagioenas_fasciata
Unclassified	1281314	2312	0.0149145961585179	85910070	62	Z	Patagioenas_fasciata
DNA	126702	284	0.00500502469685909	25314960	31	W	Patagioenas_fasciata
LINE	4441651	5843	0.175455580415691	25314960	115	W	Patagioenas_fasciata
LTR	10425923	9988	0.411848290497003	25314960	198	W	Patagioenas_fasciata
Other (Simple Repeat, Microsatellite, RNA)	1583978	296	0.0625708276844996	25314960	5	W	Patagioenas_fasciata
Penelope	375	1	0.0000148133751742053	25314960	1	W	Patagioenas_fasciata
SINE	1258	11	0.000049693935917734	25314960	2	W	Patagioenas_fasciata
Unclassified	988349	2031	0.0390420921068017	25314960	71	W	Patagioenas_fasciata
DNA	215882	1317	0.0024897402960134	86708642	57	Z	Phoenicopterus_ruber
LINE	6364742	11146	0.073403779060454	86708642	73	Z	Phoenicopterus_ruber
LTR	2072684	2992	0.0239040071692047	86708642	27	Z	Phoenicopterus_ruber
Other (Simple Repeat, Microsatellite, RNA)	5857	107	0.0000675480536299946	86708642	2	Z	Phoenicopterus_ruber
Penelope	3051	14	0.0000351868041019487	86708642	1	Z	Phoenicopterus_ruber
Rolling Circle	941	7	0.0000108524361389491	86708642	1	Z	Phoenicopterus_ruber
SINE	44572	335	0.000514043340685695	86708642	3	Z	Phoenicopterus_ruber
Unclassified	492337	1851	0.00567806147857788	86708642	55	Z	Phoenicopterus_ruber
DNA	36130	208	0.00105519539309811	34240104	38	W	Phoenicopterus_ruber
LINE	7215641	7617	0.2107365386507	34240104	94	W	Phoenicopterus_ruber
LTR	11515284	9562	0.336309842984122	34240104	111	W	Phoenicopterus_ruber
Penelope	1257	5	0.0000367113370917331	34240104	1	W	Phoenicopterus_ruber
Rolling Circle	46648	129	0.00136237903950292	34240104	6	W	Phoenicopterus_ruber
SINE	8113	64	0.000236944373767089	34240104	2	W	Phoenicopterus_ruber
Unclassified	505177	1236	0.0147539563548055	34240104	64	W	Phoenicopterus_ruber
DNA	1003397	2756	0.0116613747916398	86044486	70	Z	Gallus_gallus
LINE	17613586	24536	0.204703250827717	86044486	175	Z	Gallus_gallus
LTR	2026904	2857	0.023556465896025	86044486	50	Z	Gallus_gallus
Other (Simple Repeat, Microsatellite, RNA)	1713283	33129	0.0199115954972408	86044486	2613	Z	Gallus_gallus
Penelope	2319	13	0.0000269511750003365	86044486	1	Z	Gallus_gallus
Rolling Circle	569	4	0.00000661285837653792	86044486	1	Z	Gallus_gallus
SINE	19046	144	0.00022135061623821	86044486	3	Z	Gallus_gallus
Unclassified	1720532	2452	0.0199958426156442	86044486	69	Z	Gallus_gallus
DNA	43042	149	0.00472472925178431	9109940	4	W	Gallus_gallus
LINE	1145889	1745	0.125784472784673	9109940	28	W	Gallus_gallus
LTR	4653320	4402	0.510795899863226	9109940	118	W	Gallus_gallus
Other (Simple Repeat, Microsatellite, RNA)	927110	1203	0.101769056656795	9109940	277	W	Gallus_gallus
Unclassified	271530	1066	0.0298059043198967	9109940	31	W	Gallus_gallus
DNA	1089633	3060	0.014463312091341	75337723	69	Z	Lagopus_muta
LINE	9951443	23119	0.132091103948018	75337723	134	Z	Lagopus_muta
LTR	1779213	2747	0.0236164955503102	75337723	45	Z	Lagopus_muta
Other (Simple Repeat, Microsatellite, RNA)	1491443	30283	0.019796762373612	75337723	2634	Z	Lagopus_muta
Penelope	1948	9	0.0000258569004003479	75337723	1	Z	Lagopus_muta
Rolling Circle	521	4	0.00000691552623643802	75337723	1	Z	Lagopus_muta
SINE	15994	121	0.000212297363964663	75337723	3	Z	Lagopus_muta
Unclassified	1092886	1954	0.0145064909912395	75337723	59	Z	Lagopus_muta
DNA	793114	144	0.116586354183709	6802803	10	W	Lagopus_muta
LINE	1213461	1275	0.178376619167129	6802803	28	W	Lagopus_muta
LTR	3170325	2570	0.466032163506719	6802803	66	W	Lagopus_muta
Other (Simple Repeat, Microsatellite, RNA)	157681	901	0.0231788279037332	6802803	213	W	Lagopus_muta
Unclassified	71353	249	0.0104887647047842	6802803	12	W	Lagopus_muta
DNA	1104213	2980	0.014036806432519	78665543	66	Z	Lophura_swinhoii
LINE	12923664	25911	0.164286211054311	78665543	162	Z	Lophura_swinhoii
LTR	1916202	3163	0.0243588479393068	78665543	50	Z	Lophura_swinhoii
Penelope	260353	56	0.00330961930816393	78665543	2	Z	Lophura_swinhoii
Rolling Circle	778	5	0.00000988997177582566	78665543	1	Z	Lophura_swinhoii
SINE	15348	112	0.000195104481767831	78665543	3	Z	Lophura_swinhoii
Unclassified	491245	1387	0.00624472902958288	78665543	46	Z	Lophura_swinhoii
DNA	39923	104	0.00424323201146182	9408630	6	W	Lophura_swinhoii
LINE	1928416	2674	0.204962465311103	9408630	55	W	Lophura_swinhoii
LTR	4698289	3703	0.499359524181523	9408630	85	W	Lophura_swinhoii
Other (Simple Repeat, Microsatellite, RNA)	598950	57	0.0636596401388938	9408630	22	W	Lophura_swinhoii
Unclassified	303378	612	0.0322446519844016	9408630	19	W	Lophura_swinhoii
DNA	138918	788	0.00157990125588718	87928280	57	Z	Mergus_octosetaceus
LINE	10345969	19538	0.117663725481722	87928280	120	Z	Mergus_octosetaceus
LTR	4308682	5363	0.0490022322738486	87928280	38	Z	Mergus_octosetaceus
Other (Simple Repeat, Microsatellite, RNA)	89766	23	0.00102090021549381	87928280	3	Z	Mergus_octosetaceus
Penelope	2969	13	0.0000337661557805976	87928280	1	Z	Mergus_octosetaceus
Rolling Circle	512	3	0.00000582292750409766	87928280	1	Z	Mergus_octosetaceus
SINE	25157	193	0.000286108178165205	87928280	3	Z	Mergus_octosetaceus
Unclassified	392591	957	0.0044649002573461	87928280	50	Z	Mergus_octosetaceus
DNA	6227	45	0.00038603219348551	16130779	24	W	Mergus_octosetaceus
LINE	2719521	2836	0.168592043818838	16130779	52	W	Mergus_octosetaceus
LTR	7651826	5060	0.474361839561499	16130779	103	W	Mergus_octosetaceus
Other (Simple Repeat, Microsatellite, RNA)	24576	13	0.00152354700290668	16130779	2	W	Mergus_octosetaceus
Penelope	371	2	0.0000229995091991528	16130779	1	W	Mergus_octosetaceus
Rolling Circle	61	1	0.00000378159046131622	16130779	1	W	Mergus_octosetaceus
SINE	1518	12	0.0000941058085291479	16130779	2	W	Mergus_octosetaceus
Unclassified	346210	541	0.0214626956329883	16130779	21	W	Mergus_octosetaceus
DNA	105502	686	0.00124783807281438	84547829	55	Z	Anas_platyrhynchos
LINE	9053307	17618	0.107079118495166	84547829	118	Z	Anas_platyrhynchos
LTR	2854627	5099	0.0337634571314658	84547829	43	Z	Anas_platyrhynchos
Other (Simple Repeat, Microsatellite, RNA)	158116	106	0.00187013672462246	84547829	2	Z	Anas_platyrhynchos
Penelope	2285	11	0.0000270261226932273	84547829	1	Z	Anas_platyrhynchos
Rolling Circle	532	3	0.00000629229639947349	84547829	1	Z	Anas_platyrhynchos
SINE	24583	187	0.000290758500729806	84547829	3	Z	Anas_platyrhynchos
Unclassified	465584	997	0.00550675287002343	84547829	52	Z	Anas_platyrhynchos
DNA	3115	25	0.000186601486138565	16693329	17	W	Anas_platyrhynchos
LINE	3561448	5083	0.213345582537791	16693329	72	W	Anas_platyrhynchos
LTR	7683306	8394	0.460262060371541	16693329	136	W	Anas_platyrhynchos
Other (Simple Repeat, Microsatellite, RNA)	464428	68	0.0278211733561353	16693329	2	W	Anas_platyrhynchos
Penelope	372	2	0.0000222843508325991	16693329	1	W	Anas_platyrhynchos
SINE	2948	23	0.000176597489931457	16693329	2	W	Anas_platyrhynchos
Unclassified	390970	1162	0.0234207329167238	16693329	25	W	Anas_platyrhynchos
DNA	109818	716	0.00127835612747145	85905639	55	Z	Aythya_fuligula
LINE	9576299	18138	0.111474626246596	85905639	105	Z	Aythya_fuligula
LTR	2762162	4450	0.032153442220481	85905639	44	Z	Aythya_fuligula
Other (Simple Repeat, Microsatellite, RNA)	2878947	58745	0.0335128989611497	85905639	3280	Z	Aythya_fuligula
Penelope	2545	13	0.0000296255290063089	85905639	1	Z	Aythya_fuligula
Rolling Circle	464	2	0.00000540127522944099	85905639	1	Z	Aythya_fuligula
SINE	23407	181	0.000272473382102425	85905639	3	Z	Aythya_fuligula
Unclassified	382040	771	0.00444720514796473	85905639	40	Z	Aythya_fuligula
DNA	2777	19	0.000148211845697005	18736694	13	W	Aythya_fuligula
LINE	3247629	4142	0.173329884130039	18736694	69	W	Aythya_fuligula
LTR	7953152	7908	0.424469332743546	18736694	161	W	Aythya_fuligula
Other (Simple Repeat, Microsatellite, RNA)	161091	2734	0.00859762133063602	18736694	545	W	Aythya_fuligula
Penelope	371	2	0.0000198007183124195	18736694	1	W	Aythya_fuligula
SINE	1121	10	0.0000598291246043726	18736694	2	W	Aythya_fuligula
Unclassified	623266	1081	0.0332644595679473	18736694	25	W	Aythya_fuligula
DNA	149729	677	0.00175792944420341	85173498	58	Z	Anser_cygnoides
LINE	11265759	18184	0.132268361221938	85173498	139	Z	Anser_cygnoides
LTR	1770884	3067	0.0207914907991685	85173498	26	Z	Anser_cygnoides
Other (Simple Repeat, Microsatellite, RNA)	2779582	43258	0.0326343530002725	85173498	2982	Z	Anser_cygnoides
Penelope	2422	11	0.0000284360752683892	85173498	1	Z	Anser_cygnoides
Rolling Circle	83498	21	0.000980328411544164	85173498	2	Z	Anser_cygnoides
SINE	25541	191	0.000299870271853811	85173498	3	Z	Anser_cygnoides
Unclassified	403068	671	0.00473231708764621	85173498	40	Z	Anser_cygnoides
DNA	1077	7	0.0000620872022538173	17346570	4	W	Anser_cygnoides
LINE	1879708	1965	0.108361941294446	17346570	49	W	Anser_cygnoides
LTR	3885956	3258	0.224018696491583	17346570	83	W	Anser_cygnoides
Other (Simple Repeat, Microsatellite, RNA)	900317	4405	0.0519017304285516	17346570	996	W	Anser_cygnoides
Penelope	53877	31	0.00310591661636854	17346570	2	W	Anser_cygnoides
Rolling Circle	7592	16	0.000437665774847708	17346570	1	W	Anser_cygnoides
SINE	502	5	0.0000289394387478331	17346570	2	W	Anser_cygnoides
Unclassified	5745231	1232	0.331202710391737	17346570	29	W	Anser_cygnoides
DNA	301449	1829	0.00350581622598079	85985397	59	Z	Dromaius_novaehollandiae
LINE	3821639	6548	0.0444452096906641	85985397	46	Z	Dromaius_novaehollandiae
LTR	657126	516	0.00764229767991884	85985397	17	Z	Dromaius_novaehollandiae
Other (Simple Repeat, Microsatellite, RNA)	43266	259	0.000503178464129206	85985397	1	Z	Dromaius_novaehollandiae
Penelope	21047	207	0.000244774121354583	85985397	2	Z	Dromaius_novaehollandiae
Rolling Circle	929	6	0.0000108041601529153	85985397	1	Z	Dromaius_novaehollandiae
SINE	86223	583	0.00100276329479528	85985397	4	Z	Dromaius_novaehollandiae
Unclassified	496435	2735	0.00577348035039019	85985397	54	Z	Dromaius_novaehollandiae
DNA	605725	2160	0.00843914665065529	71775622	77	W	Dromaius_novaehollandiae
LINE	2643410	5584	0.0368287996166721	71775622	44	W	Dromaius_novaehollandiae
LTR	3633244	2374	0.0506194707724024	71775622	56	W	Dromaius_novaehollandiae
Other (Simple Repeat, Microsatellite, RNA)	342551	831	0.00477252569124375	71775622	7	W	Dromaius_novaehollandiae
Penelope	19563	35	0.000272557721617515	71775622	3	W	Dromaius_novaehollandiae
Rolling Circle	62860	169	0.000875784817301897	71775622	5	W	Dromaius_novaehollandiae
SINE	53010	415	0.000738551593464422	71775622	3	W	Dromaius_novaehollandiae
Unclassified	1884180	3918	0.0262509741817354	71775622	79	W	Dromaius_novaehollandiae
